   4.000  -2.86029900
   4.100  -2.86029700
   4.200  -2.86029500
   4.300  -2.86029400
   4.400  -2.86029200
   4.500  -2.86029000
   4.600  -2.86028900
   4.700  -2.86028800
   4.800  -2.86028600
   4.900  -2.86028500
   5.000  -2.86028400
   5.100  -2.86028300
   5.200  -2.86028200
   5.300  -2.86028100
   5.400  -2.86028000
   5.500  -2.86027900
   5.600  -2.86027900
   5.700  -2.86027800
   5.800  -2.86027800
   5.900  -2.86027700
   6.000  -2.86027700
   6.100  -2.86027600
   6.200  -2.86027600
   6.300  -2.86027500
   6.400  -2.86027500
   6.500  -2.86027500
   6.600  -2.86027400
   6.700  -2.86027400
   6.800  -2.86027400
   6.900  -2.86027400
   7.000  -2.86027300
   7.100  -2.86027300
   7.200  -2.86027300
   7.300  -2.86027200
   7.400  -2.86027200
   7.500  -2.86027200
   7.600  -2.86027200
   7.700  -2.86027100
   7.800  -2.86027100
   7.900  -2.86027100
   8.000  -2.86027000
   8.100  -2.86027000
   8.200  -2.86027000
   8.300  -2.86026900
   8.400  -2.86026900
   8.500  -2.86026900
   8.600  -2.86026800
   8.700  -2.86026800
   8.800  -2.86026800
   8.900  -2.86026700
   9.000  -2.86026700
   9.100  -2.86026600
   9.200  -2.86026600
   9.300  -2.86026600
   9.400  -2.86026500
   9.500  -2.86026500
   9.600  -2.86026500
   9.700  -2.86026400
   9.800  -2.86026400
   9.900  -2.86026400
  10.000  -2.86026300
