   0.600  -0.66655600
   0.700  -0.83934400
   0.800  -0.95310000
   0.900  -1.02851300
   1.000  -1.07798600
   1.100  -1.10943300
   1.200  -1.12809200
   1.300  -1.13754700
   1.400  -1.14032700
   1.500  -1.13820800
   1.600  -1.13251700
   1.700  -1.12422600
   1.800  -1.11406900
   1.900  -1.10259900
   2.000  -1.09024900
   2.100  -1.07734000
   2.200  -1.06413400
   2.300  -1.05083300
   2.400  -1.03760100
   2.500  -1.02456800
   2.600  -1.01183700
   2.700  -0.99949500
   2.800  -0.98761200
   2.900  -0.97624500
   3.000  -0.96543900
   3.100  -0.95523200
   3.200  -0.94565200
   3.300  -0.93672000
   3.400  -0.92845200
   3.500  -0.92085800
   3.600  -0.91394300
   3.700  -0.90770800
   3.800  -0.90214900
   3.900  -0.89726000
   4.000  -0.89303000
   4.100  -0.88944700
   4.200  -0.88649500
   4.300  -0.88415800
   4.400  -0.88241500
   4.500  -0.88124600
   4.600  -0.88062900
   4.700  -0.88054000
   4.800  -0.88095500
   4.900  -0.88184900
   5.000  -0.88319600
   5.100  -0.88497200
   5.200  -0.88715100
   5.300  -0.88970800
   5.400  -0.89261800
   5.500  -0.89585600
   5.600  -0.89939900
   5.700  -0.90322500
   5.800  -0.90731100
   5.900  -0.91163700
   6.000  -0.91618200
   6.100  -0.92092900
   6.200  -0.92585900
   6.300  -0.93095500
   6.400  -0.93620300
   6.500  -0.94158800
   6.600  -0.94709700
   6.700  -0.95271700
   6.800  -0.95843800
   6.900  -0.96424800
   7.000  -0.97013900
   7.100  -0.97610200
   7.200  -0.98213000
   7.300  -0.98821500
   7.400  -0.99435000
   7.500  -1.00053100
   7.600  -1.00675200
   7.700  -1.01300800
   7.800  -1.01929600
   7.900  -1.02561200
   8.000  -1.03195100
   8.100  -1.03831300
   8.200  -1.04469400
   8.300  -1.05109100
   8.400  -1.05750400
   8.500  -1.06392900
   8.600  -1.07036600
   8.700  -1.07681400
   8.800  -1.08327100
   8.900  -1.08973700
   9.000  -1.09621000
   9.100  -1.10269000
   9.200  -1.10917600
   9.300  -1.11566800
   9.400  -1.12216600
   9.500  -1.12866900
   9.600  -1.13517700
   9.700  -1.14169000
   9.800  -1.14820700
   9.900  -1.15472900
  10.000  -1.16125500
